780.567	8
780.937	13
781.307	8
781.678	9
782.048	12
782.418	8
782.788	9
783.158	13
783.528	13
783.897	18
784.267	25
784.637	52
785.007	59
785.376	24
785.746	18
786.115	19
786.485	19
786.854	20
787.224	22
787.593	24
787.962	23
788.331	25
788.7	29
789.07	28
789.439	32
789.808	33
790.176	35
790.545	40
790.914	41
791.283	42
791.652	49
792.02	54
792.389	58
792.758	64
793.126	68
793.494	84
793.863	99
794.231	127
794.6	212
794.968	434
795.336	1022
795.704	2200
796.072	3518
796.44	4249
796.808	4639
797.176	4895
797.544	5174
797.912	5427
798.28	5648
798.647	5804
799.015	5921
799.383	5988
799.75	6030
800.118	6102
800.485	6117
800.852	6187
801.22	6221
801.587	6235
801.954	6235
802.321	6255
802.689	6257
803.056	6382
803.423	6418
803.79	6449
804.157	6396
804.523	6309
804.89	6269
805.257	6228
805.624	6151
805.99	6049
806.357	5995
806.723	5950
807.09	5911
807.456	5899
807.823	5859
808.189	5791
808.555	5707
808.922	5642
809.288	5598
809.654	5611
810.02	5575
810.386	5556
810.752	5550
811.118	5552
811.484	5553
811.849	5525
812.215	5576
812.581	5501
812.947	5481
813.312	5432
813.678	5412
814.043	5366
814.409	5413
814.774	5386
815.139	5391
815.505	5359
815.87	5351
816.235	5317
816.6	5346
816.965	5309
817.33	5311
817.695	5348
818.06	5457
818.425	5549
818.79	5671
819.154	5479
819.519	5195
819.884	5160
820.248	5357
820.613	5495
820.977	5343
821.342	5073
821.706	4904
822.07	4829
822.435	4918
822.799	5251
823.163	5445
823.527	4992
823.891	4672
824.255	4552
824.619	4494
824.983	4456
825.347	4405
825.711	4340
826.074	4309
826.438	4255
826.802	4215
827.165	4188
827.529	4171
827.892	4185
828.256	4133
828.619	4080
828.982	3998
829.346	3889
829.709	3847
830.072	3835
830.435	3765
830.798	3727
831.161	3697
831.524	3668
831.887	3651
832.25	3595
832.612	3590
832.975	3572
833.338	3546
833.7	3478
834.063	3464
834.425	3365
834.788	3358
835.15	3326
835.513	3336
835.875	3387
836.237	3400
836.599	3361
836.962	3351
837.324	3325
837.686	3347
838.048	3301
838.41	3280
838.771	3221
839.133	3191
839.495	3150
839.857	3122
840.218	3084
840.58	3074
840.942	3084
841.303	3058
841.665	3049
842.026	3074
842.387	3021
842.749	2976
843.11	2950
843.471	2956
843.832	2884
844.193	2822
844.554	2778
844.915	2742
845.276	2756
845.637	2783
845.998	2808
846.359	2831
846.719	2819
847.08	2789
847.441	2735
847.801	2716
848.162	2687
848.522	2673
848.882	2595
849.243	2575
849.603	2528
849.963	2550
850.323	2554
850.684	2572
851.044	2604
851.404	2636
851.764	2669
852.123	2645
852.483	2675
852.843	2688
853.203	2679
853.563	2634
853.922	2623
854.282	2611
854.641	2652
855.001	2666
855.36	2661
855.72	2665
856.079	2632
856.438	2631
856.797	2621
857.157	2646
857.516	2630
857.875	2643
858.234	2597
858.593	2582
858.952	2565
859.311	2557
859.669	2573
860.028	2592
860.387	2639
860.745	2649
861.104	2644
861.463	2657
861.821	2713
862.179	2770
862.538	2848
862.896	2891
863.254	2911
863.613	2930
863.971	2905
864.329	2882
864.687	2860
865.045	2776
865.403	2726
865.761	2748
866.119	2784
866.476	2783
866.834	2658
867.192	2568
867.549	2452
867.907	2431
868.265	2422
868.622	2427
868.979	2413
869.337	2457
869.694	2512
870.051	2572
870.409	2584
870.766	2577
871.123	2529
871.48	2528
871.837	2484
872.194	2445
872.551	2464
872.907	2442
873.264	2435
873.621	2419
873.978	2395
874.334	2371
874.691	2387
875.047	2400
875.404	2441
875.76	2525
876.117	2552
876.473	2511
876.829	2473
877.185	2407
877.541	2414
877.898	2462
878.254	2458
878.61	2474
878.966	2467
879.321	2450
879.677	2478
880.033	2458
880.389	2407
880.744	2370
881.1	2341
881.456	2322
881.811	2391
882.167	2431
882.522	2405
882.877	2364
883.233	2317
883.588	2304
883.943	2267
884.298	2242
884.653	2242
885.008	2251
885.363	2290
885.718	2325
886.073	2388
886.428	2403
886.783	2379
887.137	2317
887.492	2212
887.847	2136
888.201	2157
888.556	2187
888.91	2162
889.264	2135
889.619	2068
889.973	2012
890.327	1978
890.681	1944
891.036	1908
891.39	1927
891.744	1944
892.098	1948
892.452	1949
892.805	1913
893.159	1881
893.513	1844
893.867	1821
894.22	1797
894.574	1783
894.927	1779
895.281	1752
895.634	1763
895.988	1768
896.341	1807
896.694	1813
897.048	1799
897.401	1781
897.754	1736
898.107	1731
898.46	1697
898.813	1698
899.166	1715
899.519	1702
899.872	1734
900.224	1803
900.577	1852
900.93	1867
901.282	1795
901.635	1705
901.987	1640
902.34	1605
902.692	1581
903.044	1572
903.397	1528
903.749	1519
904.101	1497
904.453	1505
904.805	1494
905.157	1506
905.509	1494
905.861	1495
906.213	1475
906.565	1465
906.916	1484
907.268	1458
907.62	1462
907.971	1451
908.323	1446
908.674	1438
909.026	1425
909.377	1408
909.728	1396
910.08	1393
910.431	1380
910.782	1375
911.133	1364
911.484	1361
911.835	1350
912.186	1355
912.537	1341
912.888	1343
913.239	1333
913.589	1324
913.94	1314
914.291	1306
914.641	1300
914.992	1291
