780.567	5.12
780.937	5.12
781.307	6.12
781.678	3.12
782.048	9.12
782.418	8.12
782.788	9.12
783.158	9.12
783.528	5.12
783.897	-0.88
784.267	-14.88
784.637	-62.88
785.007	-55.88
785.376	2.12
785.746	9.12
786.115	12.12
786.485	13.12
786.854	17.12
787.224	11.12
787.593	16.12
787.962	21.12
788.331	19.12
788.7	22.12
789.07	22.12
789.439	27.12
789.808	27.12
790.176	29.12
790.545	28.12
790.914	35.12
791.283	33.12
791.652	39.12
792.02	41.12
792.389	41.12
792.758	53.12
793.126	56.12
793.494	65.12
793.863	80.12
794.231	105.12
794.6	177.12
794.968	354.12
795.336	818.12
795.704	1748.12
796.072	2798.12
796.44	3389.12
796.808	3698.12
797.176	3975.12
797.544	4189.12
797.912	4396.12
798.28	4621.12
798.647	4758.12
799.015	4827.12
799.383	4927.12
799.75	4985.12
800.118	5003.12
800.485	5088.12
800.852	5137.12
801.22	5165.12
801.587	5187.12
801.954	5188.12
802.321	5184.12
802.689	5194.12
803.056	5291.12
803.423	5370.12
803.79	5398.12
804.157	5348.12
804.523	5247.12
804.89	5197.12
805.257	5170.12
805.624	5094.12
805.99	5017.12
806.357	4972.12
806.723	4923.12
807.09	4910.12
807.456	4868.12
807.823	4831.12
808.189	4770.12
808.555	4689.12
808.922	4645.12
809.288	4627.12
809.654	4593.12
810.02	4616.12
810.386	4589.12
810.752	4601.12
811.118	4594.12
811.484	4619.12
811.849	4616.12
812.215	4609.12
812.581	4625.12
812.947	4596.12
813.312	4534.12
813.678	4488.12
814.043	4482.12
814.409	4451.12
814.774	4463.12
815.139	4453.12
815.505	4419.12
815.87	4393.12
816.235	4377.12
816.6	4386.12
816.965	4394.12
817.33	4373.12
817.695	4438.12
818.06	4501.12
818.425	4674.12
818.79	4753.12
819.154	4555.12
819.519	4295.12
819.884	4245.12
820.248	4454.12
820.613	4647.12
820.977	4441.12
821.342	4234.12
821.706	4026.12
822.07	3968.12
822.435	3982.12
822.799	4130.12
823.163	4276.12
823.527	3945.12
823.891	3706.12
824.255	3638.12
824.619	3599.12
824.983	3543.12
825.347	3482.12
825.711	3424.12
826.074	3390.12
826.438	3410.12
826.802	3364.12
827.165	3342.12
827.529	3324.12
827.892	3288.12
828.256	3285.12
828.619	3233.12
828.982	3176.12
829.346	3072.12
829.709	3047.12
830.072	2994.12
830.435	2946.12
830.798	2872.12
831.161	2861.12
831.524	2860.12
831.887	2812.12
832.25	2788.12
832.612	2779.12
832.975	2748.12
833.338	2742.12
833.7	2705.12
834.063	2614.12
834.425	2556.12
834.788	2514.12
835.15	2514.12
835.513	2521.12
835.875	2558.12
836.237	2568.12
836.599	2550.12
836.962	2528.12
837.324	2496.12
837.686	2475.12
838.048	2445.12
838.41	2436.12
838.771	2394.12
839.133	2352.12
839.495	2299.12
839.857	2256.12
840.218	2241.12
840.58	2225.12
840.942	2214.12
841.303	2206.12
841.665	2198.12
842.026	2220.12
842.387	2171.12
842.749	2123.12
843.11	2109.12
843.471	2079.12
843.832	2059.12
844.193	1979.12
844.554	1947.12
844.915	1913.12
845.276	1925.12
845.637	1969.12
845.998	1971.12
